# RESUMO DAS ESTATÍSTICAS GERAIS DA ANÁLISE DIPLOMÁTICA MRE BRASIL-CHINA
# Total de Notas Analisadas;2040
# Total de Notas Selecionadas (Relevantes);45
# Total de Notas Descartadas (Superficiais/Irrelevantes);1995

ID;Título;Data;Status de Seleção;Temática Central;Justificativa do Descarte;Revisão Necessária;Detalhes da Revisão
1712;Atos assinados durante a Visita Oficial do senhor Presidente da República, Luiz Inácio Lula da Silva, a São Tomé e Príncipe, por ocasião da 14ª Conferência de Chefes de Estado e de Governo da Comunidade dos Países de Língua Portuguesa (CPLP) – São Tomé, 27 de agosto de 2023;27/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1713;Comunicado Conjunto por ocasião da Visita de Estado do senhor Presidente da República, Luiz Inácio Lula da Silva, à República de Angola;26/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1714;Abertura de novos mercados na Nova Caledônia e no Uruguai - Nota Conjunta MRE-Mapa;25/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1715;Visita do Presidente Luiz Inácio Lula da Silva a Angola - Luanda, 25 e 26 de agosto de 2023;25/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1716;20 anos da Aliança Estratégica Brasil-Peru;25/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1717;Desastres provocados por intensas chuvas no Chile;25/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1718;Atos assinados por ocasião da visita de Estado do senhor Presidente da República, Luiz Inácio Lula da Silva, a Angola;25/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1719;Declaração de Joanesburgo II - Sandton, Gauteng, África do Sul - 23 de agosto de 2023;24/08/2023;Selecionada;Cooperação no BRICS e Parceria Multilateral (Declaração de Joanesburgo II);N/A;Sim;Cúpula de Líderes do BRICS com presença de Brasil e China.
1720;Abertura do mercado de Singapura para crustáceos e moluscos congelados brasileiros - Nota Conjunta MRE e Mapa;23/08/2023;Descartada;N/A;"Mercado de Singapura; China citada como concorrente/fornecedora externa.";Não;
1721;Concessão de agrément ao Embaixador designado da Hungria no Brasil;23/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1722;Missão humanitária brasileira retorna do Canadá;23/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1723;Eleições gerais no Equador;22/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1724;Falecimento da Embaixadora Gladys Ann Garry Facó;21/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1725;Resultado das eleições presidenciais na Guatemala;21/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1726;XIX Reunião do Conselho de Ministros da ALADI;18/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1727;Fim das restrições do Japão à importação de carne de frango e ovos produzidos em Santa Catarina;18/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1728;Palácios de Portas Abertas;18/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1729;COP28 – Credenciamento;18/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1730;19 de agosto: Vinte anos da morte de Sérgio Vieira de Mello;18/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1731;Concessão de agrément ao Embaixador designado da Itália no Brasil;16/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1732;Doação de obra de arte de Marianne Peretti;16/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1733;Chuvas e deslizamentos na Índia;16/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1734;Violência no processo eleitoral equatoriano;15/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1735;Atentado no Irã;14/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1736;Participação do Presidente da República nas cerimônias de posse do Presidente eleito do Paraguai, Santiago Peña - Assunção, 15 de agosto de 2023;14/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1737;Visita dos Ministros Mauro Vieira e Márcio França a Montevidéu – 14 de agosto de 2023;14/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1738;Incêndios florestais no Havaí;10/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1739;Assassinato de candidato presidencial no Equador;09/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1740;Isenção recíproca de vistos entre Brasil e Japão;09/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1741;Unidos por Nossas Florestas – Comunicado Conjunto dos Países Florestais em Desenvolvimento em Belém;09/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1742;Chuvas na Eslovênia;08/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1743;Declaração Presidencial por ocasião da Cúpula da Amazônia – IV Reunião de Presidentes dos Estados Partes no Tratado de Cooperação Amazônica;08/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1744;Adoção da Declaração de Belém pelos Presidentes dos Estados Partes no Tratado de Cooperação Amazônica;08/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1745;Discurso do Ministro Mauro Vieira por ocasião da IV Reunião de Presidentes dos Países Partes no Tratado de Cooperação Amazônica – Belém, 8 de agosto de 2023;08/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1746;Declaração à imprensa do Ministro Mauro Vieira por ocasião da reunião de Ministros de Relações Exteriores e Ministros do Meio Ambiente dos países signatários do Tratado de Cooperação Amazônica – Belém, 7 de agosto;07/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1747;Abertura de mercado de Singapura para carne bovina e suína processadas;05/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1748;Brasileiros no Níger;04/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1749;Cúpula da Amazônia;04/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1750;Falecimento do economista Ignacy Sachs;03/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1751;Lançamento do Comitê Nacional de Participação pela Mesa de Diálogos de Paz entre o Colômbia e o Exército de Libertação Nacional;03/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1752;Concessão de agrément à Embaixadora designada da Polônia no Brasil;03/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1753;Falecimento da Embaixadora Marília Sardenberg Zelner Gonçalves;02/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1754;Brasil e ONU assinam novo Marco de Cooperação das Nações Unidas para o Desenvolvimento Sustentável 2023-2027;01/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1755;Visita da Vice-Secretária-Geral da ONU ao Brasil;01/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1756;Curso sobre Diplomacia Amazônica para Jovens Diplomatas dos Países-Membros da OTCA;01/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1757;Atentado em Bajaur, Paquistão;31/07/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1758;Incêndios florestais em países mediterrâneos;28/07/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1759;Passagem do supertufão “Doksuri” pelas Filipinas;28/07/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1760;Explosão em cooperativa agroindustrial no Paraná;28/07/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1761;Reunião entre o Presidente Lula e o Presidente eleito do Paraguai, Santiago Peña;28/07/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1762;Concessão de agrément ao Embaixador designado do Brasil no Kuaite;27/07/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1763;Crise política no Níger;26/07/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1764;Concessão de agrément ao Embaixador designado da Líbia no Brasil;26/07/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1765;"Eliminação da cobrança de tarifa sobre ""roaming"" internacional entre Brasil e Chile";26/07/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1766;Participação do Brasil no Momento de Avaliação da Cúpula das Nações Unidas sobre Sistemas Alimentares (UNFSS+2);24/07/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1767;Deslizamentos de terra na Colômbia;22/07/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1768;Celebração de acordo entre o Brasil e a Argentina para nova prorrogação do Contrato Internacional de Concessão da Ponte Internacional São Borja-Santo Tomé e Infraestruturas Conexas – Nota conjunta do Ministério das Relações Exteriores e do Ministério dos Transportes;21/07/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1769;Eliminação de barreira para acesso de produtos brasileiros ao mercado peruano de alimentos e bebidas para o público infantil - Nota Conjunta MRE e MDIC;21/07/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1770;Discurso do Ministro Mauro Vieira na sessão solene da Academia Brasileira de Letras pelo lançamento da Coleção Hélio Jaguaribe – Rio de Janeiro, 20 de julho de 2023;20/07/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1771;LXII Cúpula de Chefes de Estado do MERCOSUL e Estados Associados e LXII Reunião Ordinária do Conselho do Mercado Comum – 3 e 4 de julho de 2023;03/07/2023;Descartada;N/A;"Cúpula do Mercosul; China citada em lista de destinos de exportações do bloco.";Não;
1772;Discurso do Ministro das Relações Exteriores por ocasião da LXII Reunião Ordinária do Conselho do Mercado Comum (CMC) - Sessão com Estados Associados - Puerto Iguazú, 3 de julho de 2023;03/07/2023;Descartada;N/A;"Discurso no CMC do Mercosul; menção estatística à China como parceira comercial.";Não;
1773;Discurso do Ministro das Relações Exteriores por ocasião da LXII Reunião Ordinária do Conselho do Mercado Comum (CMC) - Sessão com Estados Partes - Puerto Iguazú, 3 de julho de 2023;03/07/2023;Descartada;N/A;"Discurso no CMC do Mercosul; menção estatística a parceiros comerciais.";Não;
1774;Reeleição do Diretor-Geral da FAO, Qu Dongyu;02/07/2023;Descartada;N/A;"Cumprimentos pela reeleição do Diretor-Geral da FAO Qu Dongyu; eleição em organismo multilateral.";Não;
